SequenceID	Realm (-viria)	Realm_score	Subrealm (-vira)	Subrealm_score	Kingdom (-virae)	Kingdom_score	Subkingdom (-virites)	Subkingdom_score	Phylum (-viricota)	Phylum_score	Subphylum (-viricotina)	Subphylum_score	Class (-viricetes)	Class_score	Subclass (-viricetidae)	Subclass_score	Order (-virales)	Order_score	Suborder (-virineae)	Suborder_score	Family (-viridae)	Family_score	Subfamily (-virinae)	Subfamily_score	Genus (-virus)	Genus_score	Subgenus (-virus)	Subgenus_score	Species (binomial)	Species_score
ICTVTaxoChallenge_629025	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	Guelinviridae	0.999999	N/A	N/A	Brucesealvirus	0.999999	N/A	N/A	Brucesealvirus CPS2	0.999999
ICTVTaxoChallenge_629042	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Pisuviricota	0.999999	N/A	N/A	Pisoniviricetes	0.999999	N/A	N/A	Picornavirales	0.999999	N/A	N/A	Picornaviridae	0.999999	Paavivirinae	0.999999	Parechovirus	0.999999	N/A	N/A	Parechovirus ahumpari	0.999999
ICTVTaxoChallenge_629057	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Lenarviricota	0.999999	N/A	N/A	Leviviricetes	0.999999	N/A	N/A	Norzivirales	0.999999	N/A	N/A	Fiersviridae	0.999999	N/A	N/A	Shomudavirus	0.999999	N/A	N/A	Shomudavirus limadaptatum	0.999999
ICTVTaxoChallenge_629075	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	Autographiviridae	0.999999	Corkvirinae	0.999999	Phimunavirus	0.999999	N/A	N/A	Phimunavirus khlen	0.999999
ICTVTaxoChallenge_629104	Riboviria	0.721	N/A	N/A	Orthornavirae	0.721	N/A	N/A	Pisuviricota	0.721	N/A	N/A	Duplopiviricetes	0.721	N/A	N/A	Durnavirales	0.721	N/A	N/A	Hypoviridae	0.721	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_629120	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Polyploviricotina	0.999999	Bunyaviricetes	0.999999	N/A	N/A	Hareavirales	0.999999	N/A	N/A	Phenuiviridae	0.999999	N/A	N/A	Uukuvirus	0.999999	N/A	N/A	Uukuvirus huangpiense	0.999999
ICTVTaxoChallenge_629126	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Pbunavirus	0.999999	N/A	N/A	Pbunavirus DP1	0.999999
ICTVTaxoChallenge_629145	Ribozyviria	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Kolmioviridae	0.999999	N/A	N/A	Dobrovirus	0.999999	N/A	N/A	Dobrovirus bufonis	0.999999
ICTVTaxoChallenge_629151	Varidnaviria	0.999999	N/A	N/A	Bamfordvirae	0.999999	N/A	N/A	Nucleocytoviricota	0.999999	N/A	N/A	Pokkesviricetes	0.999999	N/A	N/A	Chitovirales	0.999999	N/A	N/A	Poxviridae	0.999999	Chordopoxvirinae	0.999999	Orthopoxvirus	0.999999	N/A	N/A	Orthopoxvirus raccoonpox	0.999999
ICTVTaxoChallenge_629153	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	Straboviridae	0.999999	Tevenvirinae	0.999999	Tequatrovirus	0.999999	N/A	N/A	Tequatrovirus cromcrrp10	0.999999
ICTVTaxoChallenge_629154	Duplodnaviria	0.582	N/A	N/A	Heunggongvirae	0.582	N/A	N/A	Uroviricota	0.582	N/A	N/A	Caudoviricetes	0.582	N/A	N/A	N/A	N/A	N/A	N/A	Peduoviridae	0.582	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_629171	Riboviria	0.999999	N/A	N/A	Pararnavirae	0.999999	N/A	N/A	Artverviricota	0.999999	N/A	N/A	Revtraviricetes	0.999999	N/A	N/A	Ortervirales	0.999999	N/A	N/A	Caulimoviridae	0.999999	N/A	N/A	Badnavirus	0.999999	N/A	N/A	Badnavirus betadioscoreae	0.999999
ICTVTaxoChallenge_629241	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Haploviricotina	0.999999	Monjiviricetes	0.999999	N/A	N/A	Mononegavirales	0.999999	N/A	N/A	Paramyxoviridae	0.999999	Orthoparamyxovirinae	0.999999	Jeilongvirus	0.999999	N/A	N/A	Jeilongvirus rungweense	0.999999
ICTVTaxoChallenge_629263	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Duplornaviricota	0.999999	N/A	N/A	Resentoviricetes	0.999999	N/A	N/A	Reovirales	0.999999	N/A	N/A	Spinareoviridae	0.999999	N/A	N/A	Fijivirus	0.999999	N/A	N/A	Fijivirus cuartoense	0.999999
ICTVTaxoChallenge_629312	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Anelloviridae	0.999999	N/A	N/A	Omicrontorquevirus	0.999999	N/A	N/A	Omicrontorquevirus ursid5	0.999999
ICTVTaxoChallenge_629314	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Lenarviricota	0.999999	N/A	N/A	Leviviricetes	0.999999	N/A	N/A	Norzivirales	0.999999	N/A	N/A	Fiersviridae	0.999999	N/A	N/A	Cahrpivirus	0.999999	N/A	N/A	Cahrpivirus humenecus	0.999999
ICTVTaxoChallenge_629320	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Kitrinoviricota	0.999999	N/A	N/A	Alsuviricetes	0.999999	N/A	N/A	Tymovirales	0.999999	N/A	N/A	Betaflexiviridae	0.999999	Trivirinae	0.999999	Trichovirus	0.999999	N/A	N/A	Trichovirus mali	0.999999
ICTVTaxoChallenge_629321	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cossaviricota	0.999999	N/A	N/A	Quintoviricetes	0.999999	N/A	N/A	Piccovirales	0.999999	N/A	N/A	Parvoviridae	0.999999	Parvovirinae	0.999999	Tetraparvovirus	0.999999	N/A	N/A	Tetraparvovirus ungulate1	0.999999
ICTVTaxoChallenge_629322	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Polyploviricotina	0.999999	Bunyaviricetes	0.999999	N/A	N/A	Elliovirales	0.999999	N/A	N/A	Peribunyaviridae	0.999999	N/A	N/A	Orthobunyavirus	0.999999	N/A	N/A	Orthobunyavirus khatangaense	0.999999
ICTVTaxoChallenge_62936	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_629368	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	Drexlerviridae	0.999999	N/A	N/A	Webervirus	0.999999	N/A	N/A	Webervirus sin4	0.999999
ICTVTaxoChallenge_629369	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Duplornaviricota	0.999999	N/A	N/A	Resentoviricetes	0.999999	N/A	N/A	Reovirales	0.999999	N/A	N/A	Spinareoviridae	0.999999	N/A	N/A	Orthoreovirus	0.999999	N/A	N/A	Orthoreovirus avis	0.999999
ICTVTaxoChallenge_629384	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cossaviricota	0.999999	N/A	N/A	Papovaviricetes	0.999999	N/A	N/A	Sepolyvirales	0.999999	N/A	N/A	Polyomaviridae	0.999999	N/A	N/A	Alphapolyomavirus	0.999999	N/A	N/A	Alphapolyomavirus tertichlopygerythrus	0.999999
ICTVTaxoChallenge_629386	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Haploviricotina	0.999999	Monjiviricetes	0.999999	N/A	N/A	Mononegavirales	0.999999	N/A	N/A	Lispiviridae	0.999999	N/A	N/A	Copasivirus	0.999999	N/A	N/A	Copasivirus ivindoense	0.999999
ICTVTaxoChallenge_629389	Duplodnaviria	0.926	N/A	N/A	Heunggongvirae	0.926	N/A	N/A	Uroviricota	0.926	N/A	N/A	Caudoviricetes	0.926	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_629410	Duplodnaviria	0.4856	N/A	N/A	Heunggongvirae	0.4856	N/A	N/A	Uroviricota	0.4856	N/A	N/A	Caudoviricetes	0.4856	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_629426	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Pisuviricota	0.999999	N/A	N/A	Pisoniviricetes	0.999999	N/A	N/A	Picornavirales	0.999999	N/A	N/A	Picornaviridae	0.999999	Ensavirinae	0.999999	Enterovirus	0.999999	N/A	N/A	Enterovirus cerhino	0.999999
ICTVTaxoChallenge_629434	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cossaviricota	0.999999	N/A	N/A	Papovaviricetes	0.999999	N/A	N/A	Zurhausenvirales	0.999999	N/A	N/A	Papillomaviridae	0.999999	Firstpapillomavirinae	0.999999	Pipapillomavirus	0.999999	N/A	N/A	Pipapillomavirus 2	0.999999
ICTVTaxoChallenge_629438	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Pisuviricota	0.999999	N/A	N/A	Pisoniviricetes	0.999999	N/A	N/A	Picornavirales	0.999999	N/A	N/A	Secoviridae	0.999999	N/A	N/A	Cheravirus	0.999999	N/A	N/A	Cheravirus ribis	0.999999
ICTVTaxoChallenge_629456	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Peploviricota	0.999999	N/A	N/A	Herviviricetes	0.999999	N/A	N/A	Herpesvirales	0.999999	N/A	N/A	Orthoherpesviridae	0.999999	Alphaherpesvirinae	0.999999	Varicellovirus	0.999999	N/A	N/A	Varicellovirus equidalpha3	0.999999
ICTVTaxoChallenge_629466	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Lenarviricota	0.999999	N/A	N/A	Leviviricetes	0.999999	N/A	N/A	Timlovirales	0.999999	N/A	N/A	Steitzviridae	0.999999	N/A	N/A	Frobavirus	0.999999	N/A	N/A	Frobavirus limivivens	0.999999
ICTVTaxoChallenge_629499	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Polyploviricotina	0.999999	Bunyaviricetes	0.999999	N/A	N/A	Hareavirales	0.999999	N/A	N/A	Phenuiviridae	0.999999	N/A	N/A	Phasivirus	0.999999	N/A	N/A	Phasivirus guadeloupeense	0.999999
ICTVTaxoChallenge_629510	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	Ackermannviridae	0.999999	Cvivirinae	0.999999	Kuttervirus	0.999999	N/A	N/A	Kuttervirus maane	0.999999
ICTVTaxoChallenge_629512	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Nesevirus	0.999999	N/A	N/A	Nesevirus ev243	0.999999
ICTVTaxoChallenge_629529	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Lenarviricota	0.999999	N/A	N/A	Howeltoviricetes	0.999999	N/A	N/A	Cryppavirales	0.999999	N/A	N/A	Mitoviridae	0.999999	N/A	N/A	Duamitovirus	0.999999	N/A	N/A	Duamitovirus cesp1	0.999999
ICTVTaxoChallenge_629565	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Globuloviridae	0.759	N/A	N/A	Alphaglobulovirus	0.759	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_629567	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Duplornaviricota	0.999999	N/A	N/A	Resentoviricetes	0.999999	N/A	N/A	Reovirales	0.999999	N/A	N/A	Sedoreoviridae	0.999999	N/A	N/A	Seadornavirus	0.999999	N/A	N/A	Seadornavirus liaoningense	0.999999
ICTVTaxoChallenge_629587	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_629596	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cressdnaviricota	0.999999	N/A	N/A	Repensiviricetes	0.999999	N/A	N/A	Geplafuvirales	0.999999	N/A	N/A	Geminiviridae	0.999999	N/A	N/A	Begomovirus	0.999999	N/A	N/A	Begomovirus caricae	0.999999
ICTVTaxoChallenge_629610	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cressdnaviricota	0.999999	N/A	N/A	Repensiviricetes	0.999999	N/A	N/A	Geplafuvirales	0.999999	N/A	N/A	Genomoviridae	0.999999	N/A	N/A	Gemycircularvirus	0.999999	N/A	N/A	Gemycircularvirus siedo1	0.999999
ICTVTaxoChallenge_629623	Varidnaviria	0.478	N/A	N/A	Bamfordvirae	0.478	N/A	N/A	Nucleocytoviricota	0.478	N/A	N/A	Megaviricetes	0.478	N/A	N/A	Imitervirales	0.478	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_629636	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Pisuviricota	0.999999	N/A	N/A	Pisoniviricetes	0.999999	N/A	N/A	Nidovirales	0.999999	Tornidovirineae	0.999999	Tobaniviridae	0.999999	Serpentovirinae	0.999999	Pregotovirus	0.999999	Roypretovirus	0.999999	Pregotovirus heba	0.999999
ICTVTaxoChallenge_62965	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	Zierdtviridae	0.999999	Emilbogenvirinae	0.999999	Skysandvirus	0.999999	N/A	N/A	Skysandvirus skysand	0.999999
ICTVTaxoChallenge_629652	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cressdnaviricota	0.999999	N/A	N/A	Repensiviricetes	0.999999	N/A	N/A	Geplafuvirales	0.999999	N/A	N/A	Geminiviridae	0.999999	N/A	N/A	Begomovirus	0.999999	N/A	N/A	Begomovirus caricachinaense	0.999999
ICTVTaxoChallenge_629688	Varidnaviria	0.546	N/A	N/A	Bamfordvirae	0.546	N/A	N/A	Nucleocytoviricota	0.546	N/A	N/A	Megaviricetes	0.546	N/A	N/A	Imitervirales	0.546	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_629717	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Polyploviricotina	0.999999	Bunyaviricetes	0.999999	N/A	N/A	Elliovirales	0.999999	N/A	N/A	Peribunyaviridae	0.999999	N/A	N/A	Orthobunyavirus	0.999999	N/A	N/A	Orthobunyavirus buffaloense	0.999999
ICTVTaxoChallenge_629728	Riboviria	0.999999	N/A	N/A	Pararnavirae	0.999999	N/A	N/A	Artverviricota	0.999999	N/A	N/A	Revtraviricetes	0.999999	N/A	N/A	Ortervirales	0.999999	N/A	N/A	Caulimoviridae	0.999999	N/A	N/A	Badnavirus	0.999999	N/A	N/A	Badnavirus maculaepiphylli	0.999999
ICTVTaxoChallenge_629750	Varidnaviria	0.5654	N/A	N/A	Bamfordvirae	0.5654	N/A	N/A	Nucleocytoviricota	0.5654	N/A	N/A	Megaviricetes	0.5654	N/A	N/A	Imitervirales	0.5654	N/A	N/A	Mimiviridae	0.5654	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_629768	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_629780	Riboviria	0.705	N/A	N/A	Orthornavirae	0.705	N/A	N/A	Kitrinoviricota	0.705	N/A	N/A	Alsuviricetes	0.705	N/A	N/A	Martellivirales	0.705	N/A	N/A	Mayoviridae	0.705	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_629800	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	Aliceevansviridae	0.999999	N/A	N/A	Moineauvirus	0.999999	N/A	N/A	Moineauvirus CHPC1029	0.999999
ICTVTaxoChallenge_629825	Monodnaviria	0.604	N/A	N/A	Shotokuvirae	0.604	N/A	N/A	Cossaviricota	0.604	N/A	N/A	Papovaviricetes	0.604	N/A	N/A	Zurhausenvirales	0.604	N/A	N/A	Papillomaviridae	0.604	Firstpapillomavirinae	0.604	Alphapapillomavirus	0.604	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_629855	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Polyploviricotina	0.999999	Bunyaviricetes	0.999999	N/A	N/A	Hareavirales	0.999999	N/A	N/A	Phenuiviridae	0.999999	N/A	N/A	Phlebovirus	0.999999	N/A	N/A	Phlebovirus candiruense	0.999999
ICTVTaxoChallenge_629856	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	Straboviridae	0.999999	Tevenvirinae	0.999999	Dhakavirus	0.999999	N/A	N/A	Dhakavirus anyang	0.999999
ICTVTaxoChallenge_629857	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Skurskavirinae	0.999999	Pakpunavirus	0.999999	N/A	N/A	Pakpunavirus zigelbrucke	0.999999
ICTVTaxoChallenge_629891	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cossaviricota	0.999999	N/A	N/A	Papovaviricetes	0.999999	N/A	N/A	Zurhausenvirales	0.999999	N/A	N/A	Papillomaviridae	0.999999	Firstpapillomavirinae	0.999999	Dyoomikronpapillomavirus	0.999999	N/A	N/A	Dyoomikronpapillomavirus 1	0.999999
ICTVTaxoChallenge_62990	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_629901	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Kitrinoviricota	0.999999	N/A	N/A	Tolucaviricetes	0.999999	N/A	N/A	Tolivirales	0.999999	N/A	N/A	Tombusviridae	0.999999	Procedovirinae	0.999999	Tombusvirus	0.999999	N/A	N/A	Tombusvirus melongenae	0.999999
ICTVTaxoChallenge_62992	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Duplornaviricota	0.999999	N/A	N/A	Chrymotiviricetes	0.999999	N/A	N/A	Ghabrivirales	0.999999	Alphatotivirineae	0.999999	Chrysoviridae	0.999999	N/A	N/A	Betachrysovirus	0.999999	N/A	N/A	Betachrysovirus pripenicillii	0.999999
ICTVTaxoChallenge_629974	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Pisuviricota	0.999999	N/A	N/A	Pisoniviricetes	0.999999	N/A	N/A	Picornavirales	0.999999	N/A	N/A	Picornaviridae	0.999999	Ensavirinae	0.999999	Enterovirus	0.999999	N/A	N/A	Enterovirus alphacoxsackie	0.999999
ICTVTaxoChallenge_629983	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Lenarviricota	0.999999	N/A	N/A	Howeltoviricetes	0.999999	N/A	N/A	Cryppavirales	0.999999	N/A	N/A	Mitoviridae	0.999999	N/A	N/A	Unuamitovirus	0.999999	N/A	N/A	Unuamitovirus grab1	0.999999
ICTVTaxoChallenge_630008	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Pisuviricota	0.999999	N/A	N/A	Pisoniviricetes	0.999999	N/A	N/A	Picornavirales	0.999999	N/A	N/A	Picornaviridae	0.999999	Ensavirinae	0.999999	Enterovirus	0.999999	N/A	N/A	Enterovirus deconjuncti	0.999999
ICTVTaxoChallenge_630031	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Anelloviridae	0.999999	N/A	N/A	Upsilontorquevirus	0.999999	N/A	N/A	Upsilontorquevirus procy8	0.999999
ICTVTaxoChallenge_630044	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Duplornaviricota	0.999999	N/A	N/A	Resentoviricetes	0.999999	N/A	N/A	Reovirales	0.999999	N/A	N/A	Spinareoviridae	0.999999	N/A	N/A	Aquareovirus	0.999999	N/A	N/A	Aquareovirus salmonis	0.999999
ICTVTaxoChallenge_630050	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Polyploviricotina	0.999999	Bunyaviricetes	0.999999	N/A	N/A	Elliovirales	0.999999	N/A	N/A	Hantaviridae	0.999999	Mammantavirinae	0.999999	Orthohantavirus	0.999999	N/A	N/A	Orthohantavirus seoulense	0.999999
ICTVTaxoChallenge_630061	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Polyploviricotina	0.999999	Bunyaviricetes	0.999999	N/A	N/A	Elliovirales	0.999999	N/A	N/A	Peribunyaviridae	0.999999	N/A	N/A	Orthobunyavirus	0.999999	N/A	N/A	Orthobunyavirus heptayabaense	0.999999
ICTVTaxoChallenge_630073	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cressdnaviricota	0.999999	N/A	N/A	Repensiviricetes	0.999999	N/A	N/A	Geplafuvirales	0.999999	N/A	N/A	Geminiviridae	0.999999	N/A	N/A	Begomovirus	0.999999	N/A	N/A	Begomovirus warburgi	0.999999
ICTVTaxoChallenge_63010	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Lenarviricota	0.999999	N/A	N/A	Leviviricetes	0.999999	N/A	N/A	Norzivirales	0.999999	N/A	N/A	Solspiviridae	0.999999	N/A	N/A	Fahrmivirus	0.999999	N/A	N/A	Fahrmivirus caenivivens	0.999999
ICTVTaxoChallenge_630113	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Polyploviricotina	0.999999	Bunyaviricetes	0.999999	N/A	N/A	Hareavirales	0.999999	N/A	N/A	Phenuiviridae	0.999999	N/A	N/A	Tenuivirus	0.999999	N/A	N/A	Tenuivirus oryzalbae	0.999999
ICTVTaxoChallenge_630141	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cossaviricota	0.999999	N/A	N/A	Papovaviricetes	0.999999	N/A	N/A	Zurhausenvirales	0.999999	N/A	N/A	Papillomaviridae	0.999999	Firstpapillomavirinae	0.999999	Treisepsilonpapillomavirus	0.999999	N/A	N/A	Treisepsilonpapillomavirus 1	0.999999
ICTVTaxoChallenge_630148	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	Vilmaviridae	0.999999	Mclasvirinae	0.999999	Reyvirus	0.999999	N/A	N/A	Reyvirus aziz	0.999999
ICTVTaxoChallenge_630205	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_630227	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_630228	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Lenarviricota	0.999999	N/A	N/A	Miaviricetes	0.999999	N/A	N/A	Ourlivirales	0.999999	N/A	N/A	Botourmiaviridae	0.999999	N/A	N/A	Betabotoulivirus	0.999999	N/A	N/A	Betabotoulivirus gammaplasmoparae	0.999999
ICTVTaxoChallenge_630236	Duplodnaviria	0.4895	N/A	N/A	Heunggongvirae	0.4895	N/A	N/A	Uroviricota	0.4895	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_630255	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cressdnaviricota	0.999999	N/A	N/A	Repensiviricetes	0.999999	N/A	N/A	Geplafuvirales	0.999999	N/A	N/A	Geminiviridae	0.999999	N/A	N/A	Begomovirus	0.999999	N/A	N/A	Begomovirus macroptilii	0.999999
ICTVTaxoChallenge_63026	Monodnaviria	0.506	N/A	N/A	Loebvirae	0.506	N/A	N/A	Hofneiviricota	0.506	N/A	N/A	Faserviricetes	0.506	N/A	N/A	Tubulavirales	0.506	N/A	N/A	Inoviridae	0.506	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
